108	The narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys .	2
109	Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .	4
110	A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .	1
111	Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .	2
112	And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .	1
113	The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .	0
114	Whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .	3
115	Swinging , the film makes it seem , is not a hobby that attracts the young and fit .	1
116	But when it does , you 're entirely unprepared .	2
117	Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .	3
118	300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .	4
119	The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .	3
120	Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .	3
121	`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .	4
122	Absorbing character	2
123	Violent , vulgar and forgettably entertaining .	1
124	It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .	2
125	Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .	3
126	If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .	3
127	A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .	4
128	Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .	3
129	A brilliant gag at the expense of those who paid for it and those who pay to see it .	2
130	A triumph , a film that hews out a world and carries us effortlessly from darkness to light .	4
131	Just about everyone involved here seems to be coasting .	1
132	A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .	3
133	I suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .	1
134	It 's hard to say who might enjoy this , are there Tolstoy groupies out there ?	1
135	Daughter From Danang reveals that efforts toward closure only open new wounds .	1
136	One of the year 's most weirdly engaging and unpredictable character pieces .	4
137	Intriguing and downright intoxicating .	4
138	Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .	1
139	The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .	0
140	Sleek and arty .	3
141	Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .	0
142	-LRB- Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .	3
143	It gets the details of its time frame right but it completely misses its emotions .	1
144	Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .	2
145	It lets you brush up against the humanity of a psycho , without making him any less psycho .	3
146	Like the world of his film , Hartley created a monster but did n't know how to handle it .	1
147	When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .	4
148	Too clumsy in key moments ... to make a big splash .	1
149	Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s , the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .	2
150	It feels like very light Errol Morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .	1
151	Spielberg 's realization of a near-future America is masterful .	4
152	There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .	0
153	He 's one of the few ` cool ' actors who never seems aware of his own coolness .	3
154	Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .	1
155	... stale and uninspired .	1
156	In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .	3
157	Has the rare capability to soothe and break your heart with a single stroke .	3
158	Eerily accurate depiction of depression .	1
159	As a feature-length film , it wears out its welcome as tryingly as the title character .	1
160	An uncluttered , resonant gem that relays its universal points without lectures or confrontations . '	3
161	The story alone could force you to scratch a hole in your head .	1
162	It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .	3
163	As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death .	2
164	You bet there is and it 's what makes this rather convoluted journey worth taking .	2
165	Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .	3
166	Kim Ki-Deok seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .	1
167	Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .	0
168	A well-made but emotionally scattered film whose hero gives his heart only to the dog .	2
169	Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .	2
170	Campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .	3
171	Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .	0
172	It 's a sharp movie about otherwise dull subjects .	3
173	Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .	2
174	Charming and funny -LRB- but ultimately silly -RRB- movie .	2
175	... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .	2
176	Starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .	0
177	This is a children 's film in the truest sense .	3
178	Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .	0
179	Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .	4
180	An awkwardly contrived exercise in magic realism .	1
181	The punch lines that miss , unfortunately , outnumber the hits by three-to-one .	1
182	Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	3
183	Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .	3
184	The film aims to be funny , uplifting and moving , sometimes all at once .	3
185	At a brief 42 minutes , we need more X and less blab .	2
186	The Spalding Gray equivalent of a teen gross-out comedy .	2
187	There 's a great deal of corny dialogue and preposterous moments .	1
188	Uneven but a lot of fun .	3
189	The result might look like Vulgar .	2
190	The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .	0
191	The dragons are the real stars of Reign of Fire and you wo n't be disappointed .	3
192	It never plays as dramatic even when dramatic things happen to people .	1
193	Manages to please its intended audience -- children -- without placing their parents in a coma-like state .	3
194	The movie generates plot points with a degree of randomness usually achieved only by lottery drawing .	1
195	Though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .	2
196	The film can depress you about life itself .	1
197	If you saw it on TV , you 'd probably turn it off , convinced that you had already seen that movie .	1
198	You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .	1
199	This is a superior horror flick .	4
200	The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .	2
201	A little weak -- and it is n't that funny .	1
202	But they do n't fit well together and neither is well told .	1
203	Being latently gay and liking to read are hardly enough .	2
204	More sophisticated and literate than such pictures usually are ... an amusing little catch .	3
205	Storytelling feels slight .	1
206	Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .	4
207	It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .	4
208	Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .	3
209	... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .	2
210	It is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .	0
211	Damon brings the proper conviction to his role as -LRB- Jason Bourne -RRB- .	3
212	Parents beware ; this is downright movie penance .	1
213	When it 's this rich and luscious , who cares ?	3
214	A singularly off-putting romantic comedy .	1
215	Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .	2
216	Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .	0
217	A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .	1
218	An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .	3
219	Cloaks a familiar anti-feminist equation -LRB- career - kids = misery -RRB- in tiresome romantic-comedy duds .	1
220	A film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .	1
221	His work transcends the boy-meets-girl posturing of typical love stories .	3
222	An even more predictable , cliche-ridden endeavor than its predecessor .	1
223	Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .	0
224	The script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .	1
225	The film is so bad it does n't improve upon the experience of staring at a blank screen .	0
226	They threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans .	1
227	It 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .	0
228	Though the film is well-intentioned , one could rent the original and get the same love story and parable .	3
229	Jolting into Charleston rhythms , the story has the sizzle of old news that has finally found the right vent -LRB- accurate ?	2
230	Or both .	2
231	Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .	2
232	Phoned-in business as usual .	1
233	With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .	1
234	Ah , yes , that would be me : fighting off the urge to doze .	0
235	Thoughtless , random , superficial humour and a lot of very bad Scouse accents	0
236	In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .	3
237	A rip-roaring comedy action fest that 'll put hairs on your chest .	3
238	... a thoughtful what-if for the heart as well as the mind .	4
239	Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .	4
240	A chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department .	3
241	Provides the kind of ` laugh therapy ' I need from movie comedies -- offbeat humor , amusing characters , and a happy ending .	4
242	Feels strangely hollow at its emotional core .	0
243	At a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had , Godfrey Reggio 's career shines like a lonely beacon .	3
244	Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .	2
245	Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .	3
246	This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .	4
247	Feral and uncomfortable .	1
248	Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .	4
249	It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs .	3
250	Black-and-white and unrealistic .	0
251	The film is predictable in the reassuring manner of a beautifully sung holiday carol .	3
252	The only camouflage Carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .	0
253	Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .	3
254	Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .	1
255	Offers the flash of rock videos fused with solid performances and eerie atmosphere .	4
256	A breezy blend of art , history , esoteric musings and philosophy .	3
257	Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .	3
258	Genuinely unnerving .	3
259	The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .	4
260	One of those joyous films that leaps over national boundaries and celebrates universal human nature .	3
261	A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .	2
262	Halfway through the movie , the humor dwindles .	1
263	Witty and often surprising , a dark little morality tale disguised as a romantic comedy .	4
264	One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	1
265	In fact , even better .	3
266	... a preachy parable stylized with a touch of John Woo bullet ballet .	2
267	Proves that some movie formulas do n't need messing with -- like the big-bug movie .	2
268	An uplifting , largely bogus story .	2
269	Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .	4
270	Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .	4
271	A mesmerizing cinematic poem from the first frame to the last .	4
272	After the first 10 minutes , which is worth seeing	3
273	It has become apparent that the franchise 's best years are long past .	1
274	Screenwriter Chris ver Weil 's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .	2
275	Too much of Storytelling moves away from Solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .	1
276	Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .	1
277	The jokes are flat , and the action looks fake .	0
278	A mildly enjoyable if toothless adaptation of a much better book .	2
279	Festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you .	0
280	In addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .	0
281	A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '	0
282	First , for a movie that tries to be smart , it 's kinda dumb .	1
283	I was sent a copyof this film to review on DVD .	2
284	... silly humbuggery ...	1
285	Is n't as sharp as the original ... Despite some visual virtues , ` Blade II ' just does n't cut it .	1
286	A smart , arch and rather cold-blooded comedy .	3
287	-LRB- A -RRB- rather thinly-conceived movie .	0
288	Its flame-like , roiling black-and-white inspires trembling and gratitude .	3
289	Robinson 's web of suspense matches the page-turning frenzy that Clancy creates .	4
290	A slight but sweet film .	3
291	Got a David Lynch jones ?	2
292	Earnest and tentative even when it aims to shock .	2
293	Time of Favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .	1
294	`` Austin Powers in Goldmember '' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .	4
295	What puzzles me is the lack of emphasis on music in Britney Spears ' first movie .	2
296	The filmmakers might want to look it up .	2
297	While maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among Wiseman 's warmest .	4
298	There is simply no doubt that this film asks the right questions at the right time in the history of our country .	4
299	A dreary movie .	0
300	Sadly , though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .	1
301	To the filmmakers , Ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit .	1
302	Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .	3
303	Beating the Austin Powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .	3
304	What begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .	3
305	Buy popcorn .	2
306	A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .	2
307	A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .	1
308	-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .	2
309	Seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .	3
310	Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .	4
311	Uneven performances and a spotty script add up to a biting satire that has no teeth .	1
312	... irritating soul-searching garbage .	0
313	A solid , spooky entertainment worthy of the price of a ticket .	3
314	Ultimately , clarity matters , both in breaking codes and making movies .	2
315	In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .	0
316	Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .	2
317	Except it 's much , much better .	4
318	It is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .	4
319	There is more than one joke about putting the toilet seat down .	2
320	has -RRB-	2
321	So original in its base concept that you can not help but get caught up .	4
322	It appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .	0
323	If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .	2
324	A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .	3
325	See it .	4
326	Nothing but an episode of Smackdown !	1
327	A guilty pleasure at best , and not worth seeing unless you want to laugh at it .	2
328	Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .	1
329	A relative letdown .	0
330	` Hey Arnold ! '	2
331	But though he only scratches the surface , at least he provides a strong itch to explore more .	3
332	The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .	2
333	A non-mystery mystery .	1
334	Leigh is one of the rare directors who feels acting is the heart and soul of cinema .	4
335	The cast delivers without sham the raw-nerved story .	3
336	This is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .	1
337	The filmmaker 's heart is in the right place ...	2
338	One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .	0
339	Rock 's stand-up magic wanes .	1
340	Roman Polanski directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion .	1
341	Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '	1
342	With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .	2
343	It labours as storytelling .	1
344	Remember back when thrillers actually thrilled ?	1
345	The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .	3
346	Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .	1
347	... a ho-hum affair , always watchable yet hardly memorable .	2
348	I just saw this movie ... well , it 's probably not accurate to call it a movie .	1
349	Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious .	2
350	When you resurrect a dead man , Hard Copy should come a-knocking , no ?	2
351	If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .	2
352	It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .	2
